,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,B11,SYBR,zip-2,Unkn,D1,,15.6751745535808,15.6751745535808,0,NaN,NaN,NaN,0,68,
,B12,SYBR,zip-2,Unkn,D1,,15.5097021148703,15.5097021148703,0,NaN,NaN,NaN,0,68,
,C01,SYBR,tba-1,Unkn,D2,,18.1745161458362,18.1745161458362,0,NaN,NaN,NaN,0,68,
,C02,SYBR,tba-1,Unkn,D2,,18.0135701263733,18.0135701263733,0,NaN,NaN,NaN,0,68,
,C03,SYBR,tba-1,Unkn,D2,,18.0702778835765,18.0702778835765,0,NaN,NaN,NaN,0,68,
,C04,SYBR,oac-7,Unkn,D2,,19.563950486898,19.563950486898,0,NaN,NaN,NaN,0,68,
,C05,SYBR,oac-7,Unkn,D2,,19.6019537294883,19.6019537294883,0,NaN,NaN,NaN,0,68,
,C06,SYBR,oac-7,Unkn,D2,,19.8596487571869,19.8596487571869,0,NaN,NaN,NaN,0,68,
,C07,SYBR,ceh-74,Unkn,D2,,19.8098035678284,19.8098035678284,0,NaN,NaN,NaN,0,68,
,C08,SYBR,ceh-74,Unkn,D2,,19.634605943375,19.634605943375,0,NaN,NaN,NaN,0,68,
,C09,SYBR,ceh-74,Unkn,D2,,19.823016048328,19.823016048328,0,NaN,NaN,NaN,0,68,
,C10,SYBR,zip-2,Unkn,D2,,19.7241747478507,19.7241747478507,0,NaN,NaN,NaN,0,68,
,C11,SYBR,zip-2,Unkn,D2,,19.6010695612894,19.6010695612894,0,NaN,NaN,NaN,0,68,
,C12,SYBR,zip-2,Unkn,D2,,20.1664700556117,20.1664700556117,0,NaN,NaN,NaN,0,68,
,D01,SYBR,tba-1,Unkn,D3,,21.43445173136,21.43445173136,0,NaN,NaN,NaN,0,68,
,D02,SYBR,tba-1,Unkn,D3,,21.2827702680461,21.2827702680461,0,NaN,NaN,NaN,0,68,
,D03,SYBR,tba-1,Unkn,D3,,21.3034658194699,21.3034658194699,0,NaN,NaN,NaN,0,68,
,D04,SYBR,oac-7,Unkn,D3,,23.1872980842633,23.1872980842633,0,NaN,NaN,NaN,0,68,
,D05,SYBR,oac-7,Unkn,D3,,23.2117812942194,23.2117812942194,0,NaN,NaN,NaN,0,68,
,D06,SYBR,oac-7,Unkn,D3,,23.5925224628686,23.5925224628686,0,NaN,NaN,NaN,0,68,
,D07,SYBR,ceh-74,Unkn,D3,,23.6521240515486,23.6521240515486,0,NaN,NaN,NaN,0,68,
,D08,SYBR,ceh-74,Unkn,D3,,23.4699592189409,23.4699592189409,0,NaN,NaN,NaN,0,68,
,D09,SYBR,ceh-74,Unkn,D3,,24.0417269378757,24.0417269378757,0,NaN,NaN,NaN,0,68,
,D10,SYBR,zip-2,Unkn,D3,,23.1435073017331,23.1435073017331,0,NaN,NaN,NaN,0,68,
,D11,SYBR,zip-2,Unkn,D3,,23.1662947283357,23.1662947283357,0,NaN,NaN,NaN,0,68,
,D12,SYBR,zip-2,Unkn,D3,,23.3966986302867,23.3966986302867,0,NaN,NaN,NaN,0,68,
,E01,SYBR,tba-1,Unkn,D4,,24.5236586555192,24.5236586555192,0,NaN,NaN,NaN,0,68,
,E02,SYBR,tba-1,Unkn,D4,,24.4969232898173,24.4969232898173,0,NaN,NaN,NaN,0,68,
,E03,SYBR,tba-1,Unkn,D4,,24.403562835945,24.403562835945,0,NaN,NaN,NaN,0,68,
,E04,SYBR,oac-7,Unkn,D4,,26.8402415250727,26.8402415250727,0,NaN,NaN,NaN,0,68,
,E05,SYBR,oac-7,Unkn,D4,,26.8503061852095,26.8503061852095,0,NaN,NaN,NaN,0,68,
,E06,SYBR,oac-7,Unkn,D4,,27.5980720745397,27.5980720745397,0,NaN,NaN,NaN,0,68,
,E07,SYBR,ceh-74,Unkn,D4,,27.2530897193315,27.2530897193315,0,NaN,NaN,NaN,0,68,
,E08,SYBR,ceh-74,Unkn,D4,,27.2601453937616,27.2601453937616,0,NaN,NaN,NaN,0,68,
,E09,SYBR,ceh-74,Unkn,D4,,27.359000199794,27.359000199794,0,NaN,NaN,NaN,0,68,
,E10,SYBR,zip-2,Unkn,D4,,26.5347366039549,26.5347366039549,0,NaN,NaN,NaN,0,68,
,E11,SYBR,zip-2,Unkn,D4,,26.4823869866851,26.4823869866851,0,NaN,NaN,NaN,0,68,
,E12,SYBR,zip-2,Unkn,D4,,26.991218897375,26.991218897375,0,NaN,NaN,NaN,0,68,
,F01,SYBR,tba-1,Unkn,D5,,30.4874376301102,30.4874376301102,0,NaN,NaN,NaN,0,68,
,F02,SYBR,tba-1,Unkn,D5,,30.2324460920306,30.2324460920306,0,NaN,NaN,NaN,0,68,
,F03,SYBR,tba-1,Unkn,D5,,30.2611007533547,30.2611007533547,0,NaN,NaN,NaN,0,68,
,F04,SYBR,oac-7,Unkn,D5,,34.3662308555241,34.3662308555241,0,NaN,NaN,NaN,0,68,
,F05,SYBR,oac-7,Unkn,D5,,35.5493906652759,35.5493906652759,0,NaN,NaN,NaN,0,68,
,F06,SYBR,oac-7,Unkn,D5,,34.7444526663121,34.7444526663121,0,NaN,NaN,NaN,0,68,
,F07,SYBR,ceh-74,Unkn,D5,,32.6478596939514,32.6478596939514,0,NaN,NaN,NaN,0,68,
,F08,SYBR,ceh-74,Unkn,D5,,32.3617310163308,32.3617310163308,0,NaN,NaN,NaN,0,68,
,F09,SYBR,ceh-74,Unkn,D5,,32.9718893448408,32.9718893448408,0,NaN,NaN,NaN,0,68,
,F10,SYBR,zip-2,Unkn,D5,,31.692937764169,31.692937764169,0,NaN,NaN,NaN,0,68,
,F11,SYBR,zip-2,Unkn,D5,,31.2532969002302,31.2532969002302,0,NaN,NaN,NaN,0,68,
,F12,SYBR,zip-2,Unkn,D5,,30.8394122767299,30.8394122767299,0,NaN,NaN,NaN,0,68,
