,Temperature,A2,A3,A4,A5,A6,A7,A8,A9,B2,B3,B4,B5,B6,B7,B8,B9,C2,C3,C4,C5,C6,C7,C8,C9,D2,D3,D4,D5,D6,D7,D8,D9,E2,E3,E4,E5,E6,E7,E8,E9,F2,F3,F4,F5,F6,F7,F8,F9
,65,6182.62561615484,5441.49602642656,5532.66679448835,5607.09743219191,5952.22286566777,5960.5142824585,6106.42668120221,7503.40952316335,5960.39988411378,6546.20513717075,6566.34880794833,6561.02430621378,6353.88568337476,6385.92773312384,6670.19483760441,5914.25238542018,7251.77846045405,6772.49819014226,6756.6856551176,6765.98639409649,6834.85914511417,6963.48899985308,7183.30376313978,7810.75038586417,2721.70176842792,4475.68774670071,4596.91547143596,4517.62553710547,4955.24648578495,5065.05371656479,5156.74033516718,2627.54147485765,5918.66063781002,6165.77409892025,6231.82039424439,6164.99430883839,5787.84876998661,5815.54022755179,6088.21517526126,6619.24800319483,2672.31856581616,5511.19724214369,5859.12714904927,5806.10235588096,5554.80929966693,5444.70575888832,5665.73076245528,2389.33539133515
,65.5,6172.30956272123,5437.46160328612,5528.63742614236,5587.36075139184,5947.11176218372,5956.01015464613,6100.47593686489,7446.72723462342,5908.98715364359,6531.45272178644,6552.6234561311,6546.21443546976,6340.24205665287,6372.67814972582,6654.99314893722,5874.46108544031,7234.12421943373,6764.90986490809,6744.72623462259,6753.47593951949,6820.49391104992,6948.6747769424,7166.03455101932,7788.04689602838,2716.82243284825,4471.84345677614,4592.28297887837,4510.88379946696,4946.17497661043,5055.81017639057,5146.83790465885,2623.54370599035,5911.58216987952,6153.43220188422,6219.80315394118,6149.97414655826,5773.61956337744,5800.75428288291,6072.89761095072,6586.15256129855,2671.74545521397,5498.47095078125,5842.11131626652,5789.78134477627,5536.79808516686,5428.13893512514,5645.86528252786,2390.03148414693
,66,6154.02138057368,5432.19931567041,5523.78368740479,5567.38044054358,5941.80981958794,5951.42387182338,6093.9332156553,7354.22417611352,5833.1500251523,6514.82614452228,6535.82777348733,6529.15891863188,6325.67214605437,6358.54895929057,6637.75468362092,5833.3239721168,7213.16144290928,6754.77455972934,6731.03954169558,6739.36449638382,6805.15982224227,6932.52464241509,7147.44708103708,7763.44366787057,2711.63879015715,4467.47484657568,4586.96401413485,4503.77077472185,4936.99626550924,5045.9678441874,5136.44887705141,2619.42977293493,5896.4022362115,6140.41838004927,6206.90801339916,6134.25085778572,5758.67785791239,5785.20341017374,6057.09179091086,6548.62606320382,2670.99001775563,5485.15835027404,5824.38977396575,5772.81807391681,5517.59356924209,5410.10269371028,5624.56074669374,2390.69585366556
,66.5,6122.92836558139,5426.58870024737,5518.53965872302,5547.87632263624,5936.68517172441,5947.39550150318,6087.52536458806,7220.83221455601,5727.75588563189,6495.79036670871,6515.8179206655,6510.47940995539,6310.31239271917,6343.58319020431,6618.93543973697,5790.48421078924,7182.5412382838,6741.50550496934,6715.42432557223,6724.02863922943,6789.34641609406,6915.47736498217,7127.44048576053,7730.1146315407,2705.62443953908,4462.16112058448,4580.41413239204,4496.42833681701,4927.42188342879,5035.93716716633,5125.53635835805,2615.29218383036,5866.53123966538,6126.2730870015,6192.33503579999,6117.34475296299,5743.23222908202,5768.83334886864,6040.36629185906,6503.54852488165,2670.32864401334,5470.51692986292,5805.80570599995,5754.71876979035,5496.37569881848,5389.59559064973,5601.43581441643,2391.49539565685
,67,6072.35025118125,5420.34717039146,5512.42283148002,5528.72814916558,5931.46373699175,5943.20379191905,6081.40747466064,7045.85564163851,5588.21426973128,6473.54524824118,6491.7151517334,6489.34062702856,6294.20829532495,6327.19892089384,6598.0108765214,5745.74790359579,7133.41468794283,6724.37961281508,6697.15286815896,6706.54980051194,6772.14902914381,6897.03069777283,7106.0364949001,7678.49887084857,2698.7805659485,4455.44512910082,4572.45899047996,4488.24924467302,4917.17214785273,5025.38578890114,5114.39895849016,2610.92124688231,5814.99470987724,6110.96537057809,6175.61637023269,6099.04001688907,5727.35987287053,5751.52481205033,6022.69823152849,6446.3994483074,2669.71787973347,5454.75307046354,5786.39332240339,5735.79749652426,5473.33283696056,5366.04291357363,5575.61454180725,2391.94931621741
,67.5,5995.4155477249,5413.68309368685,5505.66392407153,5510.51852688966,5926.32249255729,5939.37340104005,6075.07050087447,6832.57563646528,5411.71037154096,6448.53729722702,6463.87246732979,6465.59519227447,6277.37414821981,6309.53520710477,6574.7751945071,5698.92364142718,7055.67102656262,6703.13259615309,6675.97740023812,6687.38807622271,6753.78624878018,6877.90663351547,7083.79671694596,7597.76853032701,2690.96148559809,4447.03013674581,4563.18174811272,4479.35187058671,4905.86152410773,5014.34440268098,5102.35811790599,2605.61523729453,5735.01576568176,6094.07714133406,6156.38891143577,6079.23008213634,5710.17982454168,5733.22209807599,6003.60185888168,6370.11358621707,2669.05385306997,5437.22593020619,5765.35851406864,5715.2758429994,5446.45433584524,5337.28480132341,5545.24026763891,2392.34800911385
,68,5885.35021939401,5406.06002093933,5497.77525444067,5492.58695121791,5921.02205997924,5934.91351626505,6068.09969688672,6589.39777077844,5197.90298982874,6420.0453524196,6431.60807930819,6439.07064966694,6258.73575583564,6290.51577504143,6549.53406772703,5650.16018250709,6938.17257344186,6677.03577855113,6651.77887946,6665.82988873141,6733.7127576301,6857.03416613062,7059.63409179997,7475.04356682164,2682.30214721197,4436.84133503648,4551.94035537492,4469.65486322176,4893.73523962794,5002.53239037655,5089.24358247208,2599.03188066049,5619.77062630199,6075.09979860706,6134.12417383526,6057.56316857172,5691.8346220621,5713.34197232228,5982.52030564769,6267.20444349894,2668.39750641436,5417.28345507944,5742.41140912019,5693.28751642822,5415.02144673665,5301.97241121247,5509.57959767074,2392.83965568015
,68.5,5737.49539483514,5396.87058058555,5488.21555094977,5474.14585667325,5913.95872975831,5928.38874572462,6059.63663625531,6329.51729534242,4949.24795792338,6388.3766653491,6395.74948325586,6409.89426353472,6238.99656784024,6269.91356911203,6522.77214276013,5598.89732656369,6771.31134142342,6646.71118783851,6625.15914152257,6642.34051406705,6711.89701974985,6834.94338112235,7034.27163003406,7300.42711611225,2671.75471616389,4424.55794289058,4538.75334888668,4458.8759181804,4879.8670140168,4989.35201202598,5074.68263069643,2589.97020643644,5463.82514696705,6053.40495163681,6108.31950321008,6033.39286758685,5672.13994625609,5692.00359931136,5959.69703259765,6129.29769146262,2667.38726869173,5395.12321801658,5717.265349145,5669.49562784191,5378.61449018039,5259.55095038508,5466.67105466398,2393.05756627565
,69,5550.4148567613,5384.80246084627,5475.87296057325,5454.22635637938,5903.92348680251,5918.65282795572,6047.87082120037,6066.26210955926,4669.48363143425,6353.32987312799,6356.29790459244,6377.32168435185,6217.17856482472,6247.28279624629,6493.58345239551,5544.88994629451,6547.23978488508,6611.53966714936,6594.65511090362,6615.24490018087,6686.56927822732,6809.74519679332,7006.15988163888,7063.7979437845,2657.54919030294,4410.08016314675,4524.00709205993,4446.52912194819,4864.3519919001,4974.19777665098,5058.56102787823,2576.41417854977,5264.23805517743,6028.1038309536,6078.82077427478,6006.26310667512,5649.85937962232,5668.50383630561,5934.41031087461,5947.98027552031,2665.05992571569,5370.44781546175,5689.41138250315,5643.34013985393,5335.80303078171,5210.4199067675,5413.77908757514,2393.1832581656
,69.5,5328.65619225479,5369.60100090596,5460.60408458039,5432.37046052642,5890.52913372182,5905.40024929302,6032.21331065168,5806.16076053648,4365.80667046925,6315.76405298149,6314.40829826769,6341.77456553234,6192.61815224123,6222.85810323297,6462.52945586534,5487.78051172997,6263.27277081844,6572.77850383643,6561.08518608198,6584.99654391786,6658.28485242129,6781.78159295016,6975.07785829437,6761.43853141043,2636.58777993341,4393.65053434332,4507.17198589444,4432.96069850791,4847.3478011002,4957.18110525236,5040.18633965033,2557.01052151907,5020.74233310353,5998.76608124119,6045.22971750811,5976.08096810919,5624.32045677419,5642.51073737702,5906.05786834429,5716.87925601116,2660.79804883115,5342.78721145422,5658.4952272068,5614.38792019959,5284.54569308555,5155.43279118243,5351.48125273908,2393.44990828864
,70,5081.40899480007,5350.45429249706,5441.20286943374,5406.93818935212,5872.52154265476,5887.31670916305,6012.24108769044,5548.08590862841,4048.87930751856,6275.33910478063,6269.92648696219,6303.56841490446,6165.14802118644,6195.61968802361,6429.74683771365,5427.6393349745,5920.91406014161,6531.14702871342,6524.86958369434,6550.43440681635,6626.15738620418,6749.33513152078,6939.71601039708,6393.9283787993,2607.29872875858,4375.54983799686,4488.05847655426,4417.65504569861,4828.43300274898,4937.89325615684,5019.84341934517,2532.18481027466,4736.53421419472,5964.47121587978,6006.64901478006,5941.31746517237,5595.0758434546,5612.97565831178,5873.70205239273,5434.56223517185,2653.42430739426,5312.59219191435,5624.93111879264,5582.89465141466,5226.15120932058,5096.03631864232,5282.19788892397,2393.76145483748
,70.5,4822.54295234951,5327.52099854095,5417.98880339596,5378.44898141085,5849.96354035636,5864.22678731075,5987.6931518317,5287.4039120183,3731.05664275264,6232.3439299044,6223.25233663492,6262.04558452514,6134.77386642779,6165.66688754885,6394.87892756405,5364.16567231422,5528.31090182969,6487.51860985621,6486.04194276,6512.08609622595,6590.11157891378,6713.57278599416,6901.09777440282,5969.83102149728,2569.8920643676,4355.96868617968,4467.32467812473,4400.84413025773,4807.7711304112,4916.65273758731,4997.2795606505,2503.5142464639,4419.08318590054,5923.24244287257,5961.95533948376,5900.52883493441,5560.81339034102,5578.58098106427,5835.91148253657,5103.98925385406,2642.61644345642,5279.91369683114,5588.31647032859,5548.49338349395,5159.99913153824,5033.46486683667,5206.76160890375,2393.86385726416
,71,4566.91626652082,5301.53376024858,5391.33509794734,5347.15764164002,5823.66137886064,5837.11934511062,5959.16955270263,5017.70756034218,3427.25341263933,6186.08365316418,6174.17270178413,6217.50805227327,6101.18410006032,6132.81485155832,6357.8331856468,5296.65181052681,5098.47215162615,6441.67197682391,6443.68760524044,6469.59314437443,6550.24764272584,6673.97638244813,6858.53410487163,5501.35663716827,2526.75117058086,4335.35891778464,4444.79168584025,4382.54579232872,4785.72539796385,4893.73780709958,4973.12939536137,2473.47088418839,4081.01779105538,5872.45767868668,5907.83525290134,5850.7496927114,5518.33946117558,5536.28857253002,5789.23264139932,4733.71644570387,2628.98826507446,5244.07454208556,5548.37080472182,5510.57176909035,5081.18344779206,4967.22772625526,5125.44453343151,2394.27154968372
,71.5,4327.07124910333,5273.31278620969,5361.75466810775,5313.65910895818,5794.34365273798,5806.94508386281,5928.02904552718,4734.48608626625,3152.82767023419,6136.63016174944,6122.37230332889,6169.98667970833,6064.92098293567,6097.10482827472,6319.0325666429,5223.70446065544,4650.6646755216,6394.48791597189,6399.96494561458,6424.16284541903,6508.39289632696,6632.1008161605,6813.56320247941,5008.31919617145,2482.22021226034,4314.16934559637,4420.79389493806,4363.20687526262,4762.28690846789,4869.51066044227,4947.50515064076,2446.25473895387,3739.39626445335,5808.42906882743,5838.72677335524,5787.16865654446,5464.25976229995,5481.48627902877,5729.38547071111,4339.3277259189,2614.18151774416,5204.23010379982,5504.40284162787,5468.63252653526,4989.07912887894,4895.57230631292,5039.4726783378,2394.51675316002
,72,4108.92057107427,5242.96549233646,5329.73457001124,5278.2279477557,5762.37708116377,5774.180566065,5894.21346285119,4439.18343731721,2920.25675941732,6083.1504368406,6066.8652923606,6119.07664040922,6025.75022377185,6058.1547541332,6278.0958666052,5141.30693915515,4206.46210540615,6345.51600768112,6354.36641019359,6376.04471402844,6464.07051347994,6587.6641028215,6766.0377129719,4512.56605514024,2442.90909791517,4292.36717693082,4396.54210959151,4342.74042412658,4737.44166707161,4843.98378054075,4920.88955555214,2425.1992642766,3413.63050944127,5721.43406953942,5743.89918536828,5698.52643417213,5389.11048340641,5402.28542021996,5645.47633831024,3941.82067694952,2599.63818374828,5157.43365996775,5453.22290964583,5419.92632304122,4886.34755514355,4813.6633405267,4946.94139493766,2394.66171844039
,72.5,3912.50153205747,5211.15518912219,5296.07213823444,5241.96939286057,5728.96194581939,5739.81107485013,5858.47256364497,4140.25530795969,2736.59495987405,6025.66190495446,6008.03189757883,6064.41334890258,5983.62164779373,6016.51562871218,6234.79726430798,5041.19171195364,3789.27534709244,6294.50200612802,6306.54412660157,6326.09182885183,6418.16245327397,6541.73158078248,6716.69581181637,4039.1488948807,2413.46666984848,4270.53308737018,4372.45842865436,4321.7085647942,4711.94854275496,4817.63474063436,4892.90935554612,2410.95977577361,3122.90071033809,5595.47039272793,5606.20202338014,5568.25917882069,5277.69013884061,5281.82689155679,5520.91929138444,3563.70949692243,2588.09130874939,5096.82284763251,5388.44032272861,5358.24416681053,4772.57093389673,4716.40280902842,4841.82688045427,2394.66920305741
,73,3732.07367691522,5177.89245925428,5260.57974486635,5204.23499173198,5694.18186298202,5704.40015373856,5821.48699705078,3847.27094355139,2602.98436808163,5964.15043569962,5945.84739534459,6006.67057323322,5939.03937553531,5972.13850033854,6189.30937429768,4910.63826202165,3419.39356298817,6241.49222962294,6256.79334831522,6274.29825085627,6371.15246616834,6493.81649876382,6665.41529715668,3611.67630638615,2394.23753509691,4248.97562973244,4348.48987246374,4300.34221371506,4685.89701660181,4790.63424705522,4864.65382655202,2402.62049037042,2881.86064523713,5413.45160313281,5407.44564503122,5378.85365304766,5113.23521830142,5102.78913310458,5338.44546551471,3226.94125988054,2580.54799554126,5008.83385127398,5297.52134219589,5270.29021093457,4647.06184467684,4599.48588232422,4717.57509618393,2395.04756121228
,73.5,3561.13463532641,5143.21751227873,5224.18328608221,5165.91932551305,5658.78376042052,5668.14028421661,5783.58564816908,3567.20704433672,2514.14469965581,5899.5466444384,5880.3572530865,5946.18570423076,5892.54428594767,5925.72077401767,6142.07590916454,4736.0298011874,3112.37381447434,6185.71407679376,6204.76128534235,6220.58217591965,6322.64873474494,6443.56744381591,6611.44695454203,3249.34401867809,2383.99027953745,4227.58140129162,4325.17738720218,4278.99639375206,4659.22268998235,4763.36288228475,4835.91297031096,2399.22227104064,2698.01863756555,5160.49896538237,5133.11430809132,5115.27513679571,4882.32884319146,4850.53209801359,5082.94911997658,2948.0972990776,2576.41587435336,4875.10602844768,5161.44918343822,5136.94731604629,4510.21518388608,4455.83599053465,4565.61671708614,2395.17078878988
,74,3394.52991728591,5107.18169775435,5186.76649664635,5126.75430018958,5622.74088187849,5631.38809932279,5744.92910884713,3305.6720909078,2460.59451020961,5831.44544053434,5810.95779114044,5882.76080796327,5843.70517723451,5877.15172296151,6092.24678286434,4507.10976719919,2874.23709512384,6122.33118375983,6145.06052502924,6161.14507071517,6269.21458932257,6388.15694609708,6550.82334949899,2962.78951906355,2380.73994562278,4206.27428466612,4302.29290016567,4257.43245797066,4632.16391488032,4735.81608983388,4806.66956692782,2398.34847610239,2569.65386475899,4827.92489629311,4777.74493462305,4770.5312205287,4576.871595659,4519.86540139648,4746.96041227472,2735.11181488143,2574.98402917606,4679.8802292893,4961.72666494068,4939.93325815027,4359.2972519796,4278.06137543674,4374.9129893562,2395.47807461396
,74.5,3230.92123629408,5069.83685123391,5148.4013610105,5086.57112884248,5586.26839993092,5593.9170472863,5705.90649857489,3070.10758867213,2431.54121668907,5756.76290303858,5733.64756495032,5814.0802068853,5790.55890602754,5824.38425845029,6036.77590382499,4223.2404270778,2702.98225941212,6040.07601775996,6067.6355854462,6087.58816382253,6203.62398217209,6319.80410826813,6473.1422968181,2753.47501360335,2380.68105989931,4185.22211627397,4279.35876629407,4235.83546191512,4604.70338631506,4708.05525647279,4776.77188977017,2398.40829453542,2488.43248368277,4425.31654373516,4355.13659320647,4357.38175313654,4206.79201561009,4128.1395129252,4342.85803470181,2586.01331167407,2575.33830026444,4414.14280025223,4686.65782058775,4666.51246738415,4193.27109873378,4070.63622452481,4138.90897108079,2395.84374865282
,75,3073.14454575669,5031.197804185,5108.809547326,5045.41284234392,5549.10029730825,5555.93716235597,5666.54537654775,2868.90369987187,2417.32122493168,5665.1287952019,5635.63674412373,5732.0854121982,5724.69221487632,5758.51501120796,5964.67392862247,3897.83073122247,2588.58067412798,5918.76249487455,5952.70576168059,5981.98010580253,6108.49658236906,6220.99459735028,6358.47700298976,2612.87225937076,2381.17276562837,4163.34679216993,4255.69418758091,4213.77672890817,4575.95045987156,4679.45109896262,4746.15846909139,2398.78136927828,2442.126926648,3985.90188404304,3902.40792654175,3911.45124933723,3803.46440986814,3711.94413234035,3904.9944791841,2491.22742628531,2575.85395488945,4083.95993709196,4337.32113614835,4317.64953125363,4012.62942675567,3844.37993073238,3863.4831937965,2396.28097101095
,75.5,2928.03472872608,4990.73585770887,5067.60002619192,5003.31145464442,5511.180341913,5517.10393921957,5626.2770423634,2707.714871292,2411.27387940457,5535.71188747851,5493.12787926602,5618.12024046404,5623.69463592996,5656.18339581024,5850.11259082561,3558.14911458759,2517.62904118418,5734.75561007042,5776.38176245475,5821.83803308835,5961.80447012502,6069.36787368365,6182.50085845636,2525.77275711321,2381.85392061512,4139.75670258221,4230.71153815096,4190.22030589031,4545.18618702734,4649.20672881704,4713.54260996424,2399.42735954894,2418.70609841161,3551.89221007173,3463.185048169,3475.12757614146,3405.72606786725,3312.60654894031,3475.02603908471,2436.95333025997,2576.14401897797,3717.47998864975,3937.97731861029,3918.03093485976,3818.43013875804,3608.40552566331,3561.32041243511,2396.29161281173
,76,2801.14990825484,4945.92228387157,5021.59857208974,4957.72179448143,5470.55210535713,5475.78145167299,5583.13505641888,2590.41046464102,2408.86791247577,5340.99792568894,5277.78511964489,5444.99489312333,5459.34454296068,5488.55616416598,5662.69624726925,3236.99430819462,2475.92032069465,5465.3075240003,5515.57977863606,5583.61384978533,5739.70736683187,5840.61403805452,5920.27517622084,2476.19117702229,2382.44785116675,4114.03932354349,4203.553639818,4164.36588863043,4511.62075024058,4616.05275559915,4677.89380611418,2399.88761798304,2407.95430290966,3164.91501176217,3079.91749067929,3090.89624476146,3051.51638480878,2970.15405669345,3094.83727932203,2409.11074004415,2576.66633366084,3354.74652124956,3529.06821539089,3509.19819093063,3617.33899620603,3377.25417159995,3256.87767479921,2396.54895101338
,76.5,2695.92469095153,4890.30993422618,4965.67804381577,4904.16405173056,5423.24066704655,5427.71589259239,5532.07116699411,2515.03886574423,2407.81178677146,5057.65667681315,4969.11128602392,5187.47980610623,5207.68679145714,5231.27319262028,5377.50487714456,2963.83874610956,2452.33818359943,5098.58676955369,5157.01589616194,5251.32016881057,5423.5554455507,5515.01955150052,5553.40644154283,2449.99846386686,2382.850014935,4085.80523548912,4173.56590317648,4135.41589532081,4474.65333462964,4579.49032507264,4638.71717720109,2400.54875376106,2403.43769144485,2859.27702644151,2784.30583261483,2791.39870827874,2772.20475801723,2713.00761968771,2797.08820690318,2396.34161776812,2577.21803042475,3033.85276338827,3153.52782058263,3133.58656092065,3420.32324134755,3168.60362522492,2981.6169404962,2396.80661821275
,77,2614.85315104408,4811.11131403521,4887.15597024113,4832.33396266247,5358.74459193818,5362.29759550748,5461.20845339009,2473.21118283455,2407.28415464442,4678.9623230138,4568.45341061767,4832.98416748603,4856.07855311825,4872.9616284495,4983.64854962281,2756.79457055809,2438.34893562567,4647.01036877372,4709.95044804848,4826.19112941371,5009.23096411243,5088.78268039642,5084.98568551595,2436.45226400005,2383.27793353128,4054.63346861505,4140.26522786598,4103.07328209583,4433.98850172113,4539.15374267659,4595.79731691748,2401.16023034132,2401.61077968644,2648.98514724065,2585.97685099679,2588.17851225713,2580.32219920897,2545.08680141572,2593.7479584339,2391.07067521099,2578.03072196978,2784.68672264121,2847.37560518679,2827.79660702656,3227.88617966292,2987.07621842828,2758.95571373647,2397.18232174259
