,Cycle,A2,A3,A4,A5,A6,A7,A8,A9,B2,B3,B4,B5,B6,B7,B8,B9,C2,C3,C4,C5,C6,C7,C8,C9,D2,D3,D4,D5,D6,D7,D8,D9,E2,E3,E4,E5,E6,E7,E8,E9,F2,F3,F4,F5,F6,F7,F8,F9
,23,5.21566785385039,561.253415901112,574.539203599993,590.832509703177,1274.9875085426,1285.93416744881,1327.98250020542,-3.48681482518896,-4.03187773489799,6.01148575768411,6.20434961558067,9.38958914134082,454.937036187794,446.954818667014,494.227478340357,-0.014667296269181,-3.21716230543416,118.78727216445,109.011721856042,107.6242969041,1960.5509127232,2018.7502466298,2115.48567131209,-5.91183599348278,1.03825045781241,283.280071113511,292.495678708548,300.514684675737,549.865402210927,559.246165760166,587.194117291058,-1.4783886635505,-3.16527775021632,123.790422938946,128.200737339734,129.506303398885,913.431578147201,968.674560581246,1003.65048404338,-2.44748888918321,-1.69914811347189,5.85387893157667,8.1429353800404,3.80021202825947,-1.11080867155761,-3.82578140818669,1.04134989112481,2.88694758514112
,24,15.7732382102531,933.324540010829,970.11045374011,994.79202560045,1770.36368299106,1784.63288624909,1842.71857994011,-4.13755883946487,-2.39711845830925,14.4218155104672,18.1317067966202,23.5755911114907,792.54209055845,782.49114810389,850.057700476933,-2.99394289418206,-0.411539994024679,233.292087236505,220.153897226913,218.873338314626,2519.67592766868,2590.21966404726,2720.97865963854,-4.67652164258971,2.12343683497056,480.281521994537,498.403610263731,509.195285955652,860.196010789215,883.706295405626,924.569201192789,0.333562546312351,-3.18779492433987,246.505928499505,250.298327438905,249.95089825213,1391.15705005042,1459.77204006232,1525.15813190959,-0.0503698599654854,-1.09018278782014,19.769600583586,20.4532896068054,11.3101270044804,-5.0010454350645,-2.08409143330209,-2.56443749151094,1.04527772689335
,25,32.6741567919216,1397.37884277964,1449.64250041064,1495.39613201559,2192.15130294728,2208.03430083625,2280.82551117257,4.97952341389373,-1.47315680928159,37.7292565399175,44.898472575755,51.2171379369674,1278.71322520328,1259.29367872837,1381.58738666485,1.00343050758056,-8.12536464694222,434.264785863088,418.210021845749,426.487951776976,2947.13631201002,3031.35180529122,3184.54563382908,-2.2869706416127,0.15372848843117,746.876884765367,771.253396560759,779.887468971081,1220.58008480096,1261.82548378735,1313.96193864414,0.44296771556219,-0.336343878032039,464.415507844084,463.927936787946,466.270929576251,1826.6269092041,1897.49178629974,2002.38533654501,-8.27378633287935,-1.0958210748413,38.7017306282942,44.2008280656455,32.6593044246961,2.37959758418265,-5.65737224104123,-2.65601345358209,-0.352393863762245
,26,68.5621469086782,1794.27623752867,1856.04863250121,1926.00707686056,2498.32345008213,2515.55213533623,2600.23009204917,15.3708741776609,1.79048697268354,84.4852950986042,99.0474530578304,103.143680991373,1806.07277598003,1774.54381578244,1951.07369589931,-1.7503771473821,-0.329688175635965,786.004988904213,770.471347834442,781.066247780019,3223.82081508017,3317.75592037192,3486.62055851768,1.27689336428057,2.24729016085848,1022.00882250098,1068.84068723113,1071.18995128945,1513.42537482186,1570.45221490661,1632.45316932866,2.31324359776045,-1.15658906957424,806.671917036583,810.604942844611,817.797147011157,2185.94416147706,2253.52021738629,2391.60441413119,-6.68330691693336,-1.30147488230978,77.8969554181613,82.3266800496949,66.5452119293909,-2.61627944442716,-5.36768286276401,-1.95354212015809,0.0937395477030805
,27,135.44159269652,2112.84445660513,2185.84453146901,2275.74004927881,2690.25939876564,2709.64259510423,2801.51351085711,36.4141335864738,-1.24426935175097,173.431361318255,195.466560109026,200.925277249664,2267.69064173999,2225.70789088294,2447.75223444048,0.181218116578748,-0.843144877046143,1309.54386043921,1283.70722979713,1310.67985053816,3387.79303885632,3485.87474400921,3660.78314506735,-0.731194562709334,0.398375895743357,1242.53089944207,1300.74504842814,1301.01288189053,1747.79178018772,1819.10522638308,1891.02821061092,-2.18330643240552,-2.77156532196432,1298.18939330053,1307.39729584534,1314.25815617446,2436.56348788848,2496.58649522088,2658.92537164364,-3.65653668174036,-2.09109751176766,144.265012825579,155.408543190114,129.203777933496,2.85101307856939,-1.27626360203294,-0.529605486040055,2.38447677313616
,28,276.760731899948,2321.33783692969,2401.41582729457,2507.77619483186,2801.28290287389,2820.45924986775,2918.5492662467,76.902190615097,-0.753904649141532,335.586860544134,377.854366467173,383.962986324096,2614.74938441611,2569.83657947732,2823.75612731426,-2.74997516947587,3.23946862357025,1926.98768134231,1903.00783463293,1943.15000574612,3486.43681743156,3583.03755089553,3763.06743892524,6.19580732930262,-4.20142395441144,1420.07245080582,1488.74942847713,1485.84836035702,1905.74976884684,1988.43429125073,2064.60992610652,-0.629734286621442,3.65303449989597,1827.83672385455,1846.3143081187,1846.6388373672,2592.43229342635,2647.12192117442,2823.2661351183,1.7182054367895,-4.96148791819178,264.035539021753,289.259489408928,246.51007940321,-1.35806446124025,-0.517606952739698,1.04713825403951,-3.1690136979355
,29,509.992923054051,2439.5084288936,2523.74206454116,2640.83128767325,2867.17168042624,2883.5915504355,2989.49865114966,150.01288907021,-0.37966422918862,609.932991671165,679.36696147916,687.179325893737,2845.0905533471,2796.48420559418,3073.6626757624,-1.86522973008732,10.672482811296,2472.23427409682,2455.76398983214,2504.35965685032,3548.32943622975,3644.05636154396,3828.80913923197,20.7940964394907,2.66361961547409,1540.71443163917,1617.20256661682,1611.33985067208,2005.74874633277,2094.55214501185,2174.38844630165,0.127432536814922,10.8200739883328,2284.73084484576,2312.65269443356,2304.1624970663,2684.89194581575,2736.78435307153,2921.85428467724,6.91953364261508,-4.05788968459683,473.805457189921,507.9357648936,444.399221804373,1.5319793013291,2.13998454685861,0.184859148953819,-1.27247165986091
,30,887.736661770856,2494.50496443351,2579.41596086946,2704.49157557344,2905.33852688281,2920.76128755449,3030.45512246902,295.387591214032,2.79576678688227,1038.74797236961,1137.44330967979,1145.87361984348,2982.85685868537,2935.76906597519,3226.37494096865,1.52366573767722,30.2393145607512,2890.43070289347,2885.2476839502,2937.27396519153,3589.36662000116,3685.06438741219,3874.65537385269,45.1323633634993,-2.54684654343191,1617.14446106686,1698.44298584838,1689.19432172506,2067.31038055976,2158.79515877231,2238.45227508868,0.315565910408623,27.6304133044782,2622.96413537888,2658.88940076855,2643.6054874351,2737.79236961213,2788.83885810795,2979.10424352219,20.1065667152488,-5.2466294000269,773.537865207564,842.753747221697,749.689464073359,6.51067024941585,15.6868729779781,5.88095515968189,1.96058020875671
,31,1381.08666004913,2517.12500325707,2602.86204995787,2732.97796523092,2929.75671906363,2944.29888730589,3059.71427457876,526.708234477684,12.4756205163926,1605.98030286586,1711.78290791339,1730.22296115555,3069.40301815963,3023.30950187631,3322.52612567743,3.01420547903535,58.3754985120863,3161.2027287631,3164.01817930724,3218.04177471942,3618.4869951981,3714.79611886378,3906.36363546104,101.66810530602,0.435253566409756,1662.60602850616,1749.64698207131,1734.71875779295,2102.12929124211,2195.23671760528,2277.62358734765,1.2307655986624,56.3318787800072,2837.46870198,2881.40035630085,2859.80750642368,2769.70009885842,2815.87784180618,3011.47713992733,38.8080919422705,-6.62432449952848,1175.28559829979,1292.23779167112,1159.28890105404,17.4592715435574,30.013754045342,16.6304159149063,4.15865697595655
,32,1832.50750545267,2521.81597509724,2606.19817622646,2742.09015624554,2941.57160681309,2958.21791504927,3077.28206663593,861.022561370992,24.7205001280345,2148.73855954376,2237.88504837323,2266.68407823799,3123.6667412355,3080.84434626454,3382.86292371578,2.30217718178665,125.366349452168,3319.7395324847,3328.75905890176,3380.85718212094,3638.32574695966,3734.47989749137,3927.57007532175,202.842645462899,-3.18099411660251,1687.47740813926,1779.8984249643,1760.02027763746,2120.86008063829,2215.4423270506,2298.53015444071,1.65139102444164,118.137394189117,2959.06440283299,3010.10143322463,2986.05420311339,2786.71523828128,2828.98761704371,3028.79406852056,79.7667636359834,-3.10902088439752,1565.93731085298,1743.79088819994,1605.66224408217,40.6191273120216,59.7881516069124,45.4678072713555,2.34043940615902
,33,2195.94728599926,2521.07457043141,2603.74480779845,2743.49567468328,2950.23955557816,2963.3137617529,3090.32760581212,1284.73129561732,52.2695003317381,2598.62215235421,2665.41170481613,2701.11234445622,3162.4110007129,3121.54535388914,3425.77770366872,15.0254511550943,238.307751057935,3408.98192607232,3422.02167491968,3473.19857277668,3653.3595559697,3748.81263854715,3943.02068920388,385.200171625189,-2.7554287793223,1704.00325564791,1796.0918829187,1775.17619594591,2129.66324282014,2224.75498734418,2307.87793714135,-1.94056020977951,235.148018178143,3026.73414699257,3081.75924093322,3056.59225225346,2795.54009039213,2834.17433860275,3040.6729400034,162.266099056276,-8.69802417647315,1900.1106136128,2132.4701508235,1997.23768455758,72.0220079673099,117.30123243395,91.528751741117,-2.29236333784365
,34,2433.2328270951,2517.44201139006,2599.929075257,2739.32953248742,2953.36320353201,2964.71286903464,3095.46363673995,1633.54838502312,101.440049299779,2914.08049995479,2954.05058083851,2996.67868797449,3191.50718910842,3150.90372934332,3455.31121243497,31.0807645831474,457.184493268555,3462.73199229864,3479.07161082956,3526.42786671766,3663.51908208702,3758.91459268411,3955.67264254667,718.107906060552,5.10211943812647,1717.10827356282,1803.69591796357,1783.25225345202,2133.61171982844,2227.26375931576,2309.59532429399,-0.468939525077985,431.975563782707,3057.72884684352,3117.37950797962,3090.76774147411,2799.39210589897,2836.00431292988,3046.08500489233,316.351497213308,-6.18930269878592,2150.90760141476,2424.55055810494,2299.49663345109,139.580535341174,218.190006445412,169.999562525165,0.580956367616182
