,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,C10,SYBR,nhr-58,Unkn,FAU5 treated,,28.9290108431758,28.9290108431758,0,NaN,NaN,NaN,0,68,
,C11,SYBR,nhr-58,Unkn,FAU5 treated,,28.7663370298969,28.7663370298969,0,NaN,NaN,NaN,0,68,
,C12,SYBR,nhr-58,Unkn,FAU5 treated,,28.8521835767196,28.8521835767196,0,NaN,NaN,NaN,0,68,
,D01,SYBR,ugt-31,Unkn,N2,,34.6932285680936,34.6932285680936,0,NaN,NaN,NaN,0,68,
,D02,SYBR,ugt-31,Unkn,N2,,34.4665754211993,34.4665754211993,0,NaN,NaN,NaN,0,68,
,D03,SYBR,ugt-31,Unkn,N2,,34.3475422286764,34.3475422286764,0,NaN,NaN,NaN,0,68,
,D04,SYBR,ugt-31,Unkn,FAU5,,38.629996521218,38.629996521218,0,NaN,NaN,NaN,0,68,
,D05,SYBR,ugt-31,Unkn,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,D06,SYBR,ugt-31,Unkn,FAU5,,40.7551431204147,40.7551431204147,0,NaN,NaN,NaN,0,68,
,D07,SYBR,ugt-31,Unkn,N2 treated,,32.1329748914206,32.1329748914206,0,NaN,NaN,NaN,0,68,
,D08,SYBR,ugt-31,Unkn,N2 treated,,31.5341396945209,31.5341396945209,0,NaN,NaN,NaN,0,68,
,D09,SYBR,ugt-31,Unkn,N2 treated,,31.4437153068515,31.4437153068515,0,NaN,NaN,NaN,0,68,
,D10,SYBR,ugt-31,Unkn,FAU5 treated,,29.1416474761186,29.1416474761186,0,NaN,NaN,NaN,0,68,
,D11,SYBR,ugt-31,Unkn,FAU5 treated,,29.1556373975651,29.1556373975651,0,NaN,NaN,NaN,0,68,
,D12,SYBR,ugt-31,Unkn,FAU5 treated,,29.0147422588386,29.0147422588386,0,NaN,NaN,NaN,0,68,
,E01,SYBR,t22f3.3,Unkn,N2,,34.037417660494,34.037417660494,0,NaN,NaN,NaN,0,68,
,E02,SYBR,t22f3.3,Unkn,N2,,34.7311045088939,34.7311045088939,0,NaN,NaN,NaN,0,68,
,E03,SYBR,t22f3.3,Unkn,N2,,33.7368535799885,33.7368535799885,0,NaN,NaN,NaN,0,68,
,E04,SYBR,t22f3.3,Unkn,FAU5,,34.0794303426121,34.0794303426121,0,NaN,NaN,NaN,0,68,
,E05,SYBR,t22f3.3,Unkn,FAU5,,34.2178130363559,34.2178130363559,0,NaN,NaN,NaN,0,68,
,E06,SYBR,t22f3.3,Unkn,FAU5,,34.1405220045839,34.1405220045839,0,NaN,NaN,NaN,0,68,
,E07,SYBR,t22f3.3,Unkn,N2 treated,,35.3534534532034,35.3534534532034,0,NaN,NaN,NaN,0,68,
,E08,SYBR,t22f3.3,Unkn,N2 treated,,34.8389753989187,34.8389753989187,0,NaN,NaN,NaN,0,68,
,E09,SYBR,t22f3.3,Unkn,N2 treated,,34.773733094576,34.773733094576,0,NaN,NaN,NaN,0,68,
,E10,SYBR,t22f3.3,Unkn,FAU5 treated,,33.9693681152514,33.9693681152514,0,NaN,NaN,NaN,0,68,
,E11,SYBR,t22f3.3,Unkn,FAU5 treated,,33.686967325753,33.686967325753,0,NaN,NaN,NaN,0,68,
,E12,SYBR,t22f3.3,Unkn,FAU5 treated,,33.8021500433054,33.8021500433054,0,NaN,NaN,NaN,0,68,
,G01,SYBR,tba-1,NRT,N2,,NaN,0,0,NaN,NaN,0,0,68,
,G02,SYBR,oac-7,NRT,N2,,38.0666654825414,38.0666654825414,0,NaN,NaN,NaN,0,68,
,G03,SYBR,nhr-58,NRT,N2,,NaN,0,0,NaN,NaN,0,0,68,
,G04,SYBR,ugt-31,NRT,N2,,35.0438892143733,35.0438892143733,0,NaN,NaN,NaN,0,68,
,G05,SYBR,t22f3.3,NRT,N2,,NaN,0,0,NaN,NaN,0,0,68,
,G07,SYBR,tba-1,NRT,N2 treated,,29.1123576273253,29.1123576273253,0,NaN,NaN,NaN,0,68,
,G08,SYBR,oac-7,NRT,N2 treated,,29.0377525333385,29.0377525333385,0,NaN,NaN,NaN,0,68,
,G09,SYBR,ceh-74,NRT,N2 treated,,NaN,0,0,NaN,NaN,0,0,68,
,G11,SYBR,ugt-31,NRT,N2 treated,,39.1078639143936,39.1078639143936,0,NaN,NaN,NaN,0,68,
,G12,SYBR,t22f3.3,NRT,N2 treated,,40.48679945887,40.48679945887,0,NaN,NaN,NaN,0,68,
,H01,SYBR,tba-1,NRT,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,H02,SYBR,oac-7,NRT,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,H03,SYBR,nhr-58,NRT,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,H04,SYBR,ugt-31,NRT,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,H05,SYBR,t22f3.3,NRT,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,H07,SYBR,tba-1,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H08,SYBR,oac-7,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H09,SYBR,ceh-74,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H11,SYBR,ugt-31,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H12,SYBR,t22f3.3,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
