"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_num"
"GO:0006516","glycoprotein catabolic process","10/618","20/9826",0.5,7.94983818770227,8.05975069201844,9.36920738980076e-08,8.16807681822367e-06,7.70328510925087e-06,"Y47H9A.1/W04G5.5/C14B1.3/C47E12.3/Y50D4B.4/F35F10.1/C17B7.5/C04E12.5/C04E12.4/F10C2.5",10,0.0161812297734628
"GO:0008645","hexose transmembrane transport","11/618","25/9826",0.44,6.99585760517799,7.77613840387554,1.10494275376595e-07,8.16807681822367e-06,7.70328510925087e-06,"F13B12.2/R09B5.11/Y61A9LA.1/K08H10.6/K08F9.1/F53H8.3/K09C4.5/K09C4.4/K09C4.1/F11D5.7/C03B1.13",11,0.0177993527508091
"GO:0015749","monosaccharide transmembrane transport","11/618","25/9826",0.44,6.99585760517799,7.77613840387554,1.10494275376595e-07,8.16807681822367e-06,7.70328510925087e-06,"F13B12.2/R09B5.11/Y61A9LA.1/K08H10.6/K08F9.1/F53H8.3/K09C4.5/K09C4.4/K09C4.1/F11D5.7/C03B1.13",11,0.0177993527508091
"GO:0034219","carbohydrate transmembrane transport","13/618","43/9826",0.302325581395349,4.80687890419207,6.48104631495209,1.34301209519081e-06,9.21881873913121e-05,8.69423619518262e-05,"W02D3.4/T19A6.4/F13B12.2/R09B5.11/Y61A9LA.1/K08H10.6/K08F9.1/F53H8.3/K09C4.5/K09C4.4/K09C4.1/F11D5.7/C03B1.13",13,0.0210355987055016
"GO:0008643","carbohydrate transport","13/618","44/9826",0.295454545454545,4.69763165636952,6.36816074050108,1.79791193733382e-06,0.000115186224785187,0.000108631731792591,"W02D3.4/T19A6.4/F13B12.2/R09B5.11/Y61A9LA.1/K08H10.6/K08F9.1/F53H8.3/K09C4.5/K09C4.4/K09C4.1/F11D5.7/C03B1.13",13,0.0210355987055016
"GO:0009066","aspartate family amino acid metabolic process","10/618","29/9826",0.344827586206897,5.48264702600156,6.26274673963417,6.04887011390037e-06,0.000363310261216141,0.000342636655793962,"K07E1.1/B0228.7/R102.4/T25B9.1/F08F3.4/C27A7.5/T04G9.4/C15B12.1/ZC373.5/F42F12.4",10,0.0161812297734628
"GO:0110155","NAD-cap decapping","6/618","10/9826",0.6,9.53980582524272,6.99936405504748,1.02040602300305e-05,0.000576829522415254,0.00054400593548336,"Y47H10A.3/Y47H10A.4/Y47H10A.5/M01G12.9/M01G12.7/C37H5.14",6,0.00970873786407767
"GO:0006790","sulfur compound metabolic process","29/618","214/9826",0.135514018691589,2.15462904152678,4.42405323421401,7.02184128228348e-05,0.00374888304015246,0.0035355586807287,"C53D5.5/Y65B4A.8/W03D8.8/W10C8.4/E01A2.1/T05E7.1/F49D11.6/Y87G2A.16/K07E1.1/C17C3.1/B0228.7/F54D5.7/T07E3.3/C02D5.4/Y38F2AR.12/Y9C9A.16/F13B12.4/T28F3.5/F22F7.7/C37H5.13/F57F4.1/F25H9.6/T27C5.12/T03D8.6/K05B2.4/C15B12.1/D2021.4/ZC373.5/F42F12.4",29,0.0469255663430421
"GO:0043603","amide metabolic process","25/618","177/9826",0.141242937853107,2.24571700217578,4.33254152320266,0.000112402982916243,0.00568522455697417,0.00536171569478587,"C53D5.5/Y65B4A.8/W03D8.8/W10C8.4/E01A2.1/T05E7.1/T27F6.6/C17C3.1/F54D5.7/T07E3.3/C02D5.4/T03F6.3/Y38F2AR.12/T28F3.5/F22F7.7/R08F11.1/C37H5.13/F57F4.1/W02F12.2/F25H9.6/T03D8.6/F53B1.2/K05B2.4/C15B12.1/D2021.4",25,0.040453074433657
"GO:0044248","cellular catabolic process","24/618","173/9826",0.138728323699422,2.20573545092317,4.14497380623493,0.000202796602290481,0.00974437674005761,0.0091898881353739,"C53D5.5/Y71G12B.10/T09B4.8/Y25C1A.13/F58A6.1/C17C3.1/F54D5.7/Y53F4B.20/T16G12.1/T03F6.3/Y67D8C.9/T26C12.1/R102.4/T25B9.1/ZK550.6/F22F7.7/C37H5.13/F08F3.4/AC3.5/Y70C5C.1/T03D8.6/C15B12.1/D2021.4/B0272.3",24,0.0388349514563107
"GO:0006637","acyl-CoA metabolic process","10/618","43/9826",0.232558139534884,3.69759915707082,4.59254563020101,0.000259774958410065,0.0113474425014578,0.0107017339325869,"W03D8.8/T05E7.1/C17C3.1/F54D5.7/T28F3.5/C37H5.13/F57F4.1/K05B2.4/C15B12.1/D2021.4",10,0.0161812297734628
"GO:0035383","thioester metabolic process","10/618","43/9826",0.232558139534884,3.69759915707082,4.59254563020101,0.000259774958410065,0.0113474425014578,0.0107017339325869,"W03D8.8/T05E7.1/C17C3.1/F54D5.7/T28F3.5/C37H5.13/F57F4.1/K05B2.4/C15B12.1/D2021.4",10,0.0161812297734628
"GO:0009100","glycoprotein metabolic process","24/618","178/9826",0.134831460674157,2.14377658994218,3.98942604799145,0.00031357587878295,0.0131020182395833,0.0123564682669162,"F49D11.6/Y47H9A.1/W04G5.5/Y87G2A.16/T07D3.4/ZK1307.8/W02B3.4/Y22D7AL.11/C14B1.3/ZK686.3/C38H2.2/C47E12.3/Y50D4B.4/F35F10.1/C17B7.5/C04E12.5/C04E12.4/F32D1.3/B0024.15/F10C2.5/H12D21.10/T09F5.1/T27C5.12/F48F7.3",24,0.0388349514563107
"GO:0110154","RNA decapping","6/618","17/9826",0.352941176470588,5.61165048543689,4.92999342532224,0.000410767652713118,0.0164478214273878,0.0155118837274559,"Y47H10A.3/Y47H10A.4/Y47H10A.5/M01G12.9/M01G12.7/C37H5.14",6,0.00970873786407767
"GO:0030163","protein catabolic process","40/618","374/9826",0.106951871657754,1.70050014710209,3.57816231304937,0.000642719937791209,0.0247061544086941,0.0233002891131887,"Y48G1C.12/Y65B4A.2/K07A3.3/Y71F9AL.10/Y54E10A.11/D2030.2/H05L14.2/T28B8.3/Y47H9A.1/W04G5.5/Y105E8A.2/Y105E8A.14/Y59C2A.2/C16D2.1/C01G6.4/Y82E9BR.18/Y53G8AR.8/C14B1.3/F56D2.5/F56D2.2/B0303.4/C47E12.3/Y40H7A.10/Y50D4B.4/W07B8.4/F35F10.1/C17B7.5/C04E12.5/C04E12.4/CD4.11/C55A6.1/F10C2.5/F32H5.1/Y70C5C.1/Y113G7B.15/ZC13.1/C02B8.6/C17H11.6/R09F10.1/C18B12.4",40,0.0647249190938511
"GO:0170033","L-amino acid metabolic process","16/618","104/9826",0.153846153846154,2.44610405775454,3.84075202126943,0.000732981479864836,0.0270921231596195,0.0255504880228188,"Y71G12B.10/T09B4.8/F26H9.5/K07E1.1/B0228.7/F54D5.7/T26C12.1/R102.4/T25B9.1/Y62E10A.13/F08F3.4/C27A7.5/T04G9.4/C15B12.1/ZC373.5/F42F12.4",16,0.0258899676375405
"GO:0170039","proteinogenic amino acid metabolic process","16/618","106/9826",0.150943396226415,2.39995115100446,3.75414068729236,0.000906155658894934,0.0322524291925197,0.03041715486583,"Y71G12B.10/T09B4.8/F26H9.5/K07E1.1/B0228.7/F54D5.7/T26C12.1/R102.4/T25B9.1/Y62E10A.13/F08F3.4/C27A7.5/T04G9.4/C15B12.1/ZC373.5/F42F12.4",16,0.0258899676375405
"GO:0044282","small molecule catabolic process","22/618","174/9826",0.126436781609195,2.01030390953391,3.48333996737973,0.00131368697420091,0.0450876136502527,0.0425219731122926,"Y71G12B.10/T09B4.8/Y48G10A.1/Y25C1A.13/R11F4.1/F58A6.1/C17C3.1/F54D5.7/F07A11.5/T03F6.3/C54E4.5/T26C12.1/R102.4/T25B9.1/ZK550.6/W02H5.8/C37H5.13/F08F3.4/R04B5.5/C15B12.1/D2021.4/B0272.3",22,0.0355987055016181
"GO:0006518","peptide metabolic process","7/618","28/9826",0.25,3.97491909385113,4.08378922556907,0.00139256231291496,0.0461466338865959,0.043520731448994,"E01A2.1/Y53F4B.20/T16G12.1/Y67D8C.9/Y67H2A.7/AC3.5/Y70C5C.1",7,0.0113268608414239
"GO:0019637","organophosphate metabolic process","46/618","469/9826",0.0980810234541578,1.55945653148957,3.21634270302709,0.00165340325295603,0.0529640175363582,0.0499501824840401,"Y65B4BR.1/Y65B4A.8/Y18H1A.11/W03D8.8/W10C8.5/T05E7.1/F36A2.9/T27F6.6/C50D2.7/R11F4.1/F09E5.3/C17C3.1/F13H8.11/F35C11.5/F28C6.8/E02H1.6/C07E3.9/ZK673.2/F54D5.7/Y38F1A.8/Y22D7AR.6/Y54F10AM.8/F17C8.9/F25B5.3/F57B9.1/C14B9.3/R107.2/ZK632.4/Y39A1A.21/B0478.3/T12B3.3/T25B9.9/T28F3.5/C37H5.13/H23N18.5/F57F4.1/R07B7.8/F25H9.6/F49H6.5/F53B1.2/K05B2.4/C15B12.1/F38B6.4/D2021.4/W04G3.5/C29F7.3",46,0.0744336569579288
"GO:1901136","carbohydrate derivative catabolic process","14/618","92/9826",0.152173913043478,2.41951597017025,3.5437770182145,0.00171732942727089,0.0532372122453977,0.0502078314730132,"Y47H9A.1/W04G5.5/C50D2.7/F09E5.3/C14B1.3/T03F6.3/C47E12.3/Y50D4B.4/F35F10.1/C17B7.5/C04E12.5/C04E12.4/R08F11.1/F10C2.5",14,0.0226537216828479
"GO:0170038","proteinogenic amino acid biosynthetic process","8/618","38/9826",0.210526315789474,3.34730028955885,3.75570378701693,0.00212510512581526,0.0606310893640358,0.0571809715126073,"F26H9.5/B0228.7/T26C12.1/R102.4/Y62E10A.13/T04G9.4/ZC373.5/F42F12.4",8,0.0129449838187702
"GO:1901605","alpha-amino acid metabolic process","17/618","126/9826",0.134920634920635,2.1451944316022,3.35163328564066,0.0022485898885925,0.0606310893640358,0.0571809715126073,"Y71G12B.10/T09B4.8/F26H9.5/K07E1.1/B0228.7/F54D5.7/T26C12.1/F13B12.4/R102.4/T25B9.1/Y62E10A.13/F08F3.4/C27A7.5/T04G9.4/C15B12.1/ZC373.5/F42F12.4",17,0.0275080906148867
"GO:0043171","peptide catabolic process","5/618","16/9826",0.3125,4.96864886731392,4.1157219318063,0.00236357527593435,0.0606310893640358,0.0571809715126073,"Y53F4B.20/T16G12.1/Y67D8C.9/AC3.5/Y70C5C.1",5,0.00809061488673139
"GO:0032309","icosanoid secretion","4/618","10/9826",0.4,6.35987055016181,4.39303726995969,0.00239748324228237,0.0606310893640358,0.0571809715126073,"F35C11.5/C07E3.9/B0478.3/H23N18.5",4,0.00647249190938511
"GO:0050482","arachidonate secretion","4/618","10/9826",0.4,6.35987055016181,4.39303726995969,0.00239748324228237,0.0606310893640358,0.0571809715126073,"F35C11.5/C07E3.9/B0478.3/H23N18.5",4,0.00647249190938511
"GO:0071715","icosanoid transport","4/618","10/9826",0.4,6.35987055016181,4.39303726995969,0.00239748324228237,0.0606310893640358,0.0571809715126073,"F35C11.5/C07E3.9/B0478.3/H23N18.5",4,0.00647249190938511
"GO:1903963","arachidonate transport","4/618","10/9826",0.4,6.35987055016181,4.39303726995969,0.00239748324228237,0.0606310893640358,0.0571809715126073,"F35C11.5/C07E3.9/B0478.3/H23N18.5",4,0.00647249190938511
"GO:0006555","methionine metabolic process","4/618","11/9826",0.363636363636364,5.7817005001471,4.11065873305431,0.00358151845253286,0.086045980822102,0.0811496680955472,"K07E1.1/B0228.7/ZC373.5/F42F12.4",4,0.00647249190938511
"GO:0009068","aspartate family amino acid catabolic process","4/618","11/9826",0.363636363636364,5.7817005001471,4.11065873305431,0.00358151845253286,0.086045980822102,0.0811496680955472,"R102.4/T25B9.1/F08F3.4/C15B12.1",4,0.00647249190938511
"GO:1990542","mitochondrial transmembrane transport","10/618","60/9826",0.166666666666667,2.64994606256742,3.32096940153445,0.00389463016132323,0.0912863313422348,0.0860918246187241,"T09F3.2/F53A3.7/C16C10.1/T10F2.2/Y37B11A.3/F45G2.8/K11H12.8/C47E12.2/F25B4.7/R07E3.4",10,0.0161812297734628
