,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,D11,SYBR,ugt-31,Unkn,FAU5 treated,3316.38879488048,,Unknown,Unassigned,False
,D12,SYBR,ugt-31,Unkn,FAU5 treated,3052.62555003303,,Unknown,Unassigned,False
,E01,SYBR,t22f3.3,Unkn,N2,2900.14327121701,,Unknown,Unassigned,False
,E02,SYBR,t22f3.3,Unkn,N2,2750.04009565276,,Unknown,Unassigned,False
,E03,SYBR,t22f3.3,Unkn,N2,2848.88469011321,,Unknown,Unassigned,False
,E04,SYBR,t22f3.3,Unkn,FAU5,3061.3045990268,,Unknown,Unassigned,False
,E05,SYBR,t22f3.3,Unkn,FAU5,2862.38602613547,,Unknown,Unassigned,False
,E06,SYBR,t22f3.3,Unkn,FAU5,2783.57677015903,,Unknown,Unassigned,False
,E07,SYBR,t22f3.3,Unkn,N2 treated,2707.90775902021,,Unknown,Unassigned,False
,E08,SYBR,t22f3.3,Unkn,N2 treated,2778.56861148089,,Unknown,Unassigned,False
,E09,SYBR,t22f3.3,Unkn,N2 treated,2926.60366352416,,Unknown,Unassigned,False
,E10,SYBR,t22f3.3,Unkn,FAU5 treated,2546.3122610099,,Unknown,Unassigned,False
,E11,SYBR,t22f3.3,Unkn,FAU5 treated,2572.64659162007,,Unknown,Unassigned,False
,E12,SYBR,t22f3.3,Unkn,FAU5 treated,2115.9325723707,,Unknown,Unassigned,False
,G01,SYBR,tba-1,NRT,N2,-1.84613957813317,,NRT,Unassigned,False
,G02,SYBR,oac-7,NRT,N2,-3.44432824511487,,NRT,Unassigned,False
,G03,SYBR,nhr-58,NRT,N2,-3.41381054009471,,NRT,Unassigned,False
,G04,SYBR,ugt-31,NRT,N2,-3.6713297370321,,NRT,Unassigned,False
,G05,SYBR,t22f3.3,NRT,N2,-3.71640634129699,,NRT,Unassigned,False
,G07,SYBR,tba-1,NRT,N2 treated,-4.14411149212947,,NRT,Unassigned,False
,G08,SYBR,oac-7,NRT,N2 treated,-4.81378007436551,,NRT,Unassigned,False
,G09,SYBR,ceh-74,NRT,N2 treated,-5.22343168195084,,NRT,Unassigned,False
,G11,SYBR,ugt-31,NRT,N2 treated,-3.81829708294636,,NRT,Unassigned,False
,G12,SYBR,t22f3.3,NRT,N2 treated,-4.52069426931639,,NRT,Unassigned,False
,H01,SYBR,tba-1,NRT,FAU5,-2.38564085432517,,NRT,Unassigned,False
,H02,SYBR,oac-7,NRT,FAU5,-3.45980623047681,,NRT,Unassigned,False
,H03,SYBR,nhr-58,NRT,FAU5,-2.54124579227428,,NRT,Unassigned,False
,H04,SYBR,ugt-31,NRT,FAU5,-3.73822585211065,,NRT,Unassigned,False
,H05,SYBR,t22f3.3,NRT,FAU5,-3.01913694419809,,NRT,Unassigned,False
,H07,SYBR,tba-1,NRT,FAU5 treated,-3.20425849214025,,NRT,Unassigned,False
,H08,SYBR,oac-7,NRT,FAU5 treated,-4.72871184412943,,NRT,Unassigned,False
,H09,SYBR,ceh-74,NRT,FAU5 treated,-4.7531232776616,,NRT,Unassigned,False
,H11,SYBR,ugt-31,NRT,FAU5 treated,-3.83528268858754,,NRT,Unassigned,False
,H12,SYBR,t22f3.3,NRT,FAU5 treated,-5.0114411355823,,NRT,Unassigned,False
