"Gene","log2FC","padj","contrast","pathway_id","pathway_name"
"C53D5.5",-1.08151256039439,0.000573452699629783,"N2: Treated vs Untreated","cel00430","Taurine and hypotaurine metabolism"
"C53D5.5",-1.08151256039439,0.000573452699629783,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"C53D5.5",-1.08151256039439,0.000573452699629783,"N2: Treated vs Untreated","cel00590","Arachidonic acid metabolism"
"C53D5.5",-1.08151256039439,0.000573452699629783,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F37F2.3",4.71123191692845,0.000816904192781778,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"F37F2.3",4.71123191692845,0.000816904192781778,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"F37F2.3",4.71123191692845,0.000816904192781778,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"F37F2.3",4.71123191692845,0.000816904192781778,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"F37F2.3",4.71123191692845,0.000816904192781778,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y71G12B.15",1.10621812790112,0.000235636836485751,"N2: Treated vs Untreated","cel04120","Ubiquitin mediated proteolysis"
"F23C8.6",1.40323965715862,3.16962978835934e-15,"N2: Treated vs Untreated","cel03272","Virion - Hepatitis viruses"
"F23C8.6",1.40323965715862,3.16962978835934e-15,"N2: Treated vs Untreated","cel04144","Endocytosis"
"Y71F9AL.5",-1.08773491843025,0.0227093595412811,"N2: Treated vs Untreated","cel00350","Tyrosine metabolism"
"Y71F9AL.5",-1.08773491843025,0.0227093595412811,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y71F9AM.6",-1.21674192658981,1.20580733521985e-20,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"Y54E10BR.7",-1.61355109401587,0.000124195441602774,"N2: Treated vs Untreated","cel04082","Neuroactive ligand signaling"
"F28H1.3",1.81204024539985,2.51327498056717e-09,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"E01A2.1",2.92804886993192,3.81701005819364e-82,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"E01A2.1",2.92804886993192,3.81701005819364e-82,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"E01A2.1",2.92804886993192,3.81701005819364e-82,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"E01A2.1",2.92804886993192,3.81701005819364e-82,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"B0041.6",2.24932253892993,1.82626172276584e-10,"N2: Treated vs Untreated","cel00790","Folate biosynthesis"
"B0041.6",2.24932253892993,1.82626172276584e-10,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"B0041.6",2.24932253892993,1.82626172276584e-10,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"T04D1.3",1.29977995630731,0.00037500170647434,"N2: Treated vs Untreated","cel04144","Endocytosis"
"F57C9.1",2.73671171619599,4.32627440081347e-32,"N2: Treated vs Untreated","cel00750","Vitamin B6 metabolism"
"F57C9.1",2.73671171619599,4.32627440081347e-32,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F57C9.1",2.73671171619599,4.32627440081347e-32,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"C46H11.4",1.13830185147559,3.18631743294796e-09,"N2: Treated vs Untreated","cel00562","Inositol phosphate metabolism"
"C46H11.4",1.13830185147559,3.18631743294796e-09,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C46H11.4",1.13830185147559,3.18631743294796e-09,"N2: Treated vs Untreated","cel04070","Phosphatidylinositol signaling system"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04068","FoxO signaling pathway"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04070","Phosphatidylinositol signaling system"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04081","Hormone signaling"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04140","Autophagy - animal"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04150","mTOR signaling pathway"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04213","Longevity regulating pathway - multiple species"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04517","IgSF CAM signaling"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04518","Integrin signaling"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel04620","Toll-like receptor signaling pathway"
"Y110A7A.10",1.01570304834375,1.04645125720248e-06,"N2: Treated vs Untreated","cel05100","Bacterial invasion of epithelial cells"
"C27A12.8",2.11779164515715,2.84659611422464e-20,"N2: Treated vs Untreated","cel04137","Mitophagy - animal"
"K04F10.1",-1.02364993263719,0.000750977142677374,"N2: Treated vs Untreated","cel04330","Notch signaling pathway"
"F57B10.9",1.25516124271287,2.37716972696636e-06,"N2: Treated vs Untreated","cel04144","Endocytosis"
"T10B11.5",-1.4300187254565,0.000401313638629711,"N2: Treated vs Untreated","cel04350","TGF-beta signaling pathway"
"T10B11.1",-1.71891214757909,3.88314070596669e-11,"N2: Treated vs Untreated","cel00790","Folate biosynthesis"
"T10B11.1",-1.71891214757909,3.88314070596669e-11,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C30F12.6",3.33388713354659,3.02488757859465e-25,"N2: Treated vs Untreated","cel04080","Neuroactive ligand-receptor interaction"
"C30F12.6",3.33388713354659,3.02488757859465e-25,"N2: Treated vs Untreated","cel04081","Hormone signaling"
"F22D6.3",1.94856580394407,3.19460495578591e-34,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"R06C7.3",-1.50118501877712,2.91199441084757e-19,"N2: Treated vs Untreated","cel00240","Pyrimidine metabolism"
"R06C7.3",-1.50118501877712,2.91199441084757e-19,"N2: Treated vs Untreated","cel00410","beta-Alanine metabolism"
"R06C7.3",-1.50118501877712,2.91199441084757e-19,"N2: Treated vs Untreated","cel00770","Pantothenate and CoA biosynthesis"
"R06C7.3",-1.50118501877712,2.91199441084757e-19,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"R06C7.3",-1.50118501877712,2.91199441084757e-19,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F52A8.5",-1.577807507144,1.06031489521188e-06,"N2: Treated vs Untreated","cel00260","Glycine, serine and threonine metabolism"
"F52A8.5",-1.577807507144,1.06031489521188e-06,"N2: Treated vs Untreated","cel00630","Glyoxylate and dicarboxylate metabolism"
"F52A8.5",-1.577807507144,1.06031489521188e-06,"N2: Treated vs Untreated","cel00670","One carbon pool by folate"
"F52A8.5",-1.577807507144,1.06031489521188e-06,"N2: Treated vs Untreated","cel00785","Lipoic acid metabolism"
"F52A8.5",-1.577807507144,1.06031489521188e-06,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F52A8.5",-1.577807507144,1.06031489521188e-06,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"T23G11.7",1.6439748632745,2.71345011741096e-14,"N2: Treated vs Untreated","cel04144","Endocytosis"
"T02E1.5",-1.75046494318922,5.06439689560751e-22,"N2: Treated vs Untreated","cel00830","Retinol metabolism"
"T02E1.5",-1.75046494318922,5.06439689560751e-22,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"T02E1.5",-1.75046494318922,5.06439689560751e-22,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"T01H8.2",-1.3739330853789,0.00147509146551191,"N2: Treated vs Untreated","cel00260","Glycine, serine and threonine metabolism"
"T01H8.2",-1.3739330853789,0.00147509146551191,"N2: Treated vs Untreated","cel00470","D-Amino acid metabolism"
"T01H8.2",-1.3739330853789,0.00147509146551191,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"R05D11.7",1.35134692571799,2.42150440609101e-10,"N2: Treated vs Untreated","cel03040","Spliceosome"
"DY3.6",2.40406693953798,1.60820018382372e-10,"N2: Treated vs Untreated","cel04068","FoxO signaling pathway"
"F32H2.5",2.89824285240967,2.58517828421261e-41,"N2: Treated vs Untreated","cel00061","Fatty acid biosynthesis"
"F32H2.5",2.89824285240967,2.58517828421261e-41,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F32H2.5",2.89824285240967,2.58517828421261e-41,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"H32K16.1",1.38855263206454,0.00188110130973816,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"F36H2.2",1.41456104918205,1.86888882561197e-09,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"F26H9.5",1.99596273174762,1.52604978028399e-36,"N2: Treated vs Untreated","cel00260","Glycine, serine and threonine metabolism"
"F26H9.5",1.99596273174762,1.52604978028399e-36,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"F26H9.5",1.99596273174762,1.52604978028399e-36,"N2: Treated vs Untreated","cel00750","Vitamin B6 metabolism"
"F26H9.5",1.99596273174762,1.52604978028399e-36,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F26H9.5",1.99596273174762,1.52604978028399e-36,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"F26H9.5",1.99596273174762,1.52604978028399e-36,"N2: Treated vs Untreated","cel01230","Biosynthesis of amino acids"
"F26H9.5",1.99596273174762,1.52604978028399e-36,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"C12C8.1",3.18552457955742,3.99668987251865e-05,"N2: Treated vs Untreated","cel03040","Spliceosome"
"C12C8.1",3.18552457955742,3.99668987251865e-05,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"C12C8.1",3.18552457955742,3.99668987251865e-05,"N2: Treated vs Untreated","cel04144","Endocytosis"
"C12C8.1",3.18552457955742,3.99668987251865e-05,"N2: Treated vs Untreated","cel04213","Longevity regulating pathway - multiple species"
"K10C3.5",1.89132578154364,3.86482309901033e-20,"N2: Treated vs Untreated","cel03008","Ribosome biogenesis in eukaryotes"
"T20F10.1",1.28234932361921,9.0369693301021e-07,"N2: Treated vs Untreated","cel04392","Hippo signaling pathway - multiple species"
"T20F10.1",1.28234932361921,9.0369693301021e-07,"N2: Treated vs Untreated","cel04519","Cadherin signaling"
"F25H2.1",2.92085842636089,5.97512686812817e-54,"N2: Treated vs Untreated","cel04620","Toll-like receptor signaling pathway"
"F25H2.8",1.0020903551071,3.66037634764649e-06,"N2: Treated vs Untreated","cel04120","Ubiquitin mediated proteolysis"
"B0205.11",1.07962369370344,2.80244272743414e-14,"N2: Treated vs Untreated","cel03010","Ribosome"
"K11D2.2",-3.25905704116745,1.06457933346986e-55,"N2: Treated vs Untreated","cel00600","Sphingolipid metabolism"
"K11D2.2",-3.25905704116745,1.06457933346986e-55,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"K11D2.2",-3.25905704116745,1.06457933346986e-55,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel00071","Fatty acid degradation"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel00410","beta-Alanine metabolism"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel00592","alpha-Linolenic acid metabolism"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel00640","Propanoate metabolism"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel01040","Biosynthesis of unsaturated fatty acids"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"F08A8.1",-1.23311709517028,1.59001014547976e-10,"N2: Treated vs Untreated","cel04146","Peroxisome"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel00071","Fatty acid degradation"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel00410","beta-Alanine metabolism"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel00592","alpha-Linolenic acid metabolism"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel00640","Propanoate metabolism"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel01040","Biosynthesis of unsaturated fatty acids"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel01200","Carbon metabolism"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel01212","Fatty acid metabolism"
"F08A8.4",-1.02000226531342,0.0123697653749207,"N2: Treated vs Untreated","cel04146","Peroxisome"
"T04D3.4",1.12568533510863,0.000166107126704955,"N2: Treated vs Untreated","cel00230","Purine metabolism"
"T04D3.4",1.12568533510863,0.000166107126704955,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C01A2.4",3.07130233490649,2.82435978110202e-29,"N2: Treated vs Untreated","cel04144","Endocytosis"
"Y87G2A.19",-1.30107425184835,1.66914834595259e-10,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"Y87G2A.5",2.58625096878585,2.28148111055945e-14,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"Y105E8A.20",1.10949405259005,2.69848876097358e-06,"N2: Treated vs Untreated","cel00450","Selenocompound metabolism"
"Y105E8A.20",1.10949405259005,2.69848876097358e-06,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"Y105E8A.20",1.10949405259005,2.69848876097358e-06,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y105E8B.5",-1.6162714601351,3.9457321969728e-08,"N2: Treated vs Untreated","cel00230","Purine metabolism"
"Y105E8B.5",-1.6162714601351,3.9457321969728e-08,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"Y105E8B.5",-1.6162714601351,3.9457321969728e-08,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"Y105E8B.5",-1.6162714601351,3.9457321969728e-08,"N2: Treated vs Untreated","cel01232","Nucleotide metabolism"
"F39B2.10",1.44728045137699,1.04266554886668e-14,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"ZK909.3",1.42222711948062,4.06932521975272e-13,"N2: Treated vs Untreated","cel00230","Purine metabolism"
"ZK909.3",1.42222711948062,4.06932521975272e-13,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C33C12.3",-1.32427377370006,3.04399504098595e-08,"N2: Treated vs Untreated","cel00511","Other glycan degradation"
"C33C12.3",-1.32427377370006,3.04399504098595e-08,"N2: Treated vs Untreated","cel00600","Sphingolipid metabolism"
"C33C12.3",-1.32427377370006,3.04399504098595e-08,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C33C12.3",-1.32427377370006,3.04399504098595e-08,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"C33C12.3",-1.32427377370006,3.04399504098595e-08,"N2: Treated vs Untreated","cel04382","Cornified envelope formation"
"R11F4.1",1.36955307414208,6.13640270369202e-06,"N2: Treated vs Untreated","cel00561","Glycerolipid metabolism"
"R11F4.1",1.36955307414208,6.13640270369202e-06,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C01F1.3",-1.10082576883598,7.28166729673094e-09,"N2: Treated vs Untreated","cel00541","Biosynthesis of various nucleotide sugars"
"C01F1.3",-1.10082576883598,7.28166729673094e-09,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C01F1.3",-1.10082576883598,7.28166729673094e-09,"N2: Treated vs Untreated","cel01250","Biosynthesis of nucleotide sugars"
"B0286.3",-1.11365425346825,2.97000255517265e-08,"N2: Treated vs Untreated","cel00230","Purine metabolism"
"B0286.3",-1.11365425346825,2.97000255517265e-08,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"ZK430.3",1.80015167261618,0.029198720187898,"N2: Treated vs Untreated","cel04146","Peroxisome"
"ZK430.3",1.80015167261618,0.029198720187898,"N2: Treated vs Untreated","cel04213","Longevity regulating pathway - multiple species"
"K07E1.1",-1.04049618433363,2.41248035686911e-12,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"K07E1.1",-1.04049618433363,2.41248035686911e-12,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F11G11.2",1.53650887682201,3.11260538351324e-09,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"F11G11.2",1.53650887682201,3.11260538351324e-09,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"F11G11.2",1.53650887682201,3.11260538351324e-09,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"F11G11.2",1.53650887682201,3.11260538351324e-09,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"F11G11.2",1.53650887682201,3.11260538351324e-09,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F11G11.2",1.53650887682201,3.11260538351324e-09,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"F11G11.1",1.60449902628923,0.00827734997461662,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"F11G11.1",1.60449902628923,0.00827734997461662,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"F11G11.1",1.60449902628923,0.00827734997461662,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"F11G11.1",1.60449902628923,0.00827734997461662,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"F11G11.1",1.60449902628923,0.00827734997461662,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F11G11.1",1.60449902628923,0.00827734997461662,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"R05F9.5",2.85950804703855,7.29896003794838e-05,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"R05F9.5",2.85950804703855,7.29896003794838e-05,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"R05F9.5",2.85950804703855,7.29896003794838e-05,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"R05F9.5",2.85950804703855,7.29896003794838e-05,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"R05F9.5",2.85950804703855,7.29896003794838e-05,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"R05F9.5",2.85950804703855,7.29896003794838e-05,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"ZK546.11",7.85565544741982,6.95143555252964e-66,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"ZK546.11",7.85565544741982,6.95143555252964e-66,"N2: Treated vs Untreated","cel00590","Arachidonic acid metabolism"
"ZK546.11",7.85565544741982,6.95143555252964e-66,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"ZK546.11",7.85565544741982,6.95143555252964e-66,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"ZK546.11",7.85565544741982,6.95143555252964e-66,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F58A6.1",-1.67917973094236,3.89120492899665e-19,"N2: Treated vs Untreated","cel04146","Peroxisome"
"F08B1.1",2.84285467860251,1.0445669529944e-09,"N2: Treated vs Untreated","cel04148","Efferocytosis"
"F08B1.1",2.84285467860251,1.0445669529944e-09,"N2: Treated vs Untreated","cel04361","Axon regeneration"
"F13H8.9",1.13063075396453,0.0117099946456309,"N2: Treated vs Untreated","cel00450","Selenocompound metabolism"
"F13H8.9",1.13063075396453,0.0117099946456309,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C56C10.3",1.61798582327898,2.3262976381395e-22,"N2: Treated vs Untreated","cel03250","Viral life cycle - HIV-1"
"C56C10.3",1.61798582327898,2.3262976381395e-22,"N2: Treated vs Untreated","cel03272","Virion - Hepatitis viruses"
"C56C10.3",1.61798582327898,2.3262976381395e-22,"N2: Treated vs Untreated","cel04144","Endocytosis"
"ZK1127.10",3.04875764601123,2.56217266442351e-169,"N2: Treated vs Untreated","cel00260","Glycine, serine and threonine metabolism"
"ZK1127.10",3.04875764601123,2.56217266442351e-169,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"ZK1127.10",3.04875764601123,2.56217266442351e-169,"N2: Treated vs Untreated","cel00450","Selenocompound metabolism"
"ZK1127.10",3.04875764601123,2.56217266442351e-169,"N2: Treated vs Untreated","cel00670","One carbon pool by folate"
"ZK1127.10",3.04875764601123,2.56217266442351e-169,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"ZK1127.10",3.04875764601123,2.56217266442351e-169,"N2: Treated vs Untreated","cel01230","Biosynthesis of amino acids"
"T02G5.9",1.63972788103102,3.00413745245875e-24,"N2: Treated vs Untreated","cel00970","Aminoacyl-tRNA biosynthesis"
"F43E2.8",1.32189516628836,4.22173117183193e-25,"N2: Treated vs Untreated","cel03060","Protein export"
"F43E2.8",1.32189516628836,4.22173117183193e-25,"N2: Treated vs Untreated","cel04141","Protein processing in endoplasmic reticulum"
"F43E2.4",3.56046765864619,1.37468149246523e-88,"N2: Treated vs Untreated","cel02010","ABC transporters"
"F43E2.4",3.56046765864619,1.37468149246523e-88,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"R07G3.2",1.12863569027849,6.46154842984947e-06,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"C06A8.1",-1.18463836404886,0.000279166731347141,"N2: Treated vs Untreated","cel00670","One carbon pool by folate"
"C06A8.1",-1.18463836404886,0.000279166731347141,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C06A8.1",-1.18463836404886,0.000279166731347141,"N2: Treated vs Untreated","cel04981","Folate transport and metabolism"
"DH11.3",-1.43641241183546,0.000678525678869995,"N2: Treated vs Untreated","cel02010","ABC transporters"
"DH11.1",-1.52870515758618,3.14699301144738e-06,"N2: Treated vs Untreated","cel00220","Arginine biosynthesis"
"DH11.1",-1.52870515758618,3.14699301144738e-06,"N2: Treated vs Untreated","cel00250","Alanine, aspartate and glutamate metabolism"
"DH11.1",-1.52870515758618,3.14699301144738e-06,"N2: Treated vs Untreated","cel00470","D-Amino acid metabolism"
"DH11.1",-1.52870515758618,3.14699301144738e-06,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F37B12.2",3.63129282465518,2.2461590966266e-91,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"F37B12.2",3.63129282465518,2.2461590966266e-91,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"F37B12.2",3.63129282465518,2.2461590966266e-91,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F37B12.2",3.63129282465518,2.2461590966266e-91,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"F37B12.2",3.63129282465518,2.2461590966266e-91,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"M176.2",1.46628692142233,3.84874267368322e-15,"N2: Treated vs Untreated","cel00270","Cysteine and methionine metabolism"
"M176.2",1.46628692142233,3.84874267368322e-15,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"M176.2",1.46628692142233,3.84874267368322e-15,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"M176.2",1.46628692142233,3.84874267368322e-15,"N2: Treated vs Untreated","cel01240","Biosynthesis of cofactors"
"ZK1307.1",-1.42097163499364,2.66120881220071e-06,"N2: Treated vs Untreated","cel00220","Arginine biosynthesis"
"ZK1307.1",-1.42097163499364,2.66120881220071e-06,"N2: Treated vs Untreated","cel00330","Arginine and proline metabolism"
"ZK1307.1",-1.42097163499364,2.66120881220071e-06,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"ZK1320.1",-1.92316847140199,7.19560665281439e-13,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"ZK1320.1",-1.92316847140199,7.19560665281439e-13,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"ZK1320.1",-1.92316847140199,7.19560665281439e-13,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"ZK1320.1",-1.92316847140199,7.19560665281439e-13,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"ZK1320.1",-1.92316847140199,7.19560665281439e-13,"N2: Treated vs Untreated","cel04146","Peroxisome"
"Y53C12A.2",-1.39612565593389,0.00169124630289893,"N2: Treated vs Untreated","cel04082","Neuroactive ligand signaling"
"F26C11.1",-2.9685160950084,4.20225914775736e-15,"N2: Treated vs Untreated","cel00740","Riboflavin metabolism"
"F26C11.1",-2.9685160950084,4.20225914775736e-15,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"F26C11.1",-2.9685160950084,4.20225914775736e-15,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"C05C10.4",-2.17143390212535,1.06990453636516e-36,"N2: Treated vs Untreated","cel00740","Riboflavin metabolism"
"C05C10.4",-2.17143390212535,1.06990453636516e-36,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"C05C10.4",-2.17143390212535,1.06990453636516e-36,"N2: Treated vs Untreated","cel04142","Lysosome biogenesis"
"F52H3.6",2.80005607241977,1.47029207397518e-18,"N2: Treated vs Untreated","cel03015","mRNA surveillance pathway"
"F52H3.6",2.80005607241977,1.47029207397518e-18,"N2: Treated vs Untreated","cel04519","Cadherin signaling"
"T01E8.3",1.3544580013609,0.000742713502072243,"N2: Treated vs Untreated","cel00562","Inositol phosphate metabolism"
"T01E8.3",1.3544580013609,0.000742713502072243,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"T01E8.3",1.3544580013609,0.000742713502072243,"N2: Treated vs Untreated","cel04070","Phosphatidylinositol signaling system"
"T01E8.3",1.3544580013609,0.000742713502072243,"N2: Treated vs Untreated","cel04517","IgSF CAM signaling"
"ZK970.6",3.66453893032007,9.17425686279965e-07,"N2: Treated vs Untreated","cel00230","Purine metabolism"
"ZK970.6",3.66453893032007,9.17425686279965e-07,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"R06F6.9",-1.31231739030279,8.79512486717501e-12,"N2: Treated vs Untreated","cel00071","Fatty acid degradation"
"R06F6.9",-1.31231739030279,8.79512486717501e-12,"N2: Treated vs Untreated","cel04146","Peroxisome"
"R03D7.6",3.59816499238219,1.01989539368931e-39,"N2: Treated vs Untreated","cel00480","Glutathione metabolism"
"R03D7.6",3.59816499238219,1.01989539368931e-39,"N2: Treated vs Untreated","cel00980","Metabolism of xenobiotics by cytochrome P450"
"R03D7.6",3.59816499238219,1.01989539368931e-39,"N2: Treated vs Untreated","cel00982","Drug metabolism - cytochrome P450"
"R03D7.6",3.59816499238219,1.01989539368931e-39,"N2: Treated vs Untreated","cel00983","Drug metabolism - other enzymes"
"R03D7.6",3.59816499238219,1.01989539368931e-39,"N2: Treated vs Untreated","cel01100","Metabolic pathways"
"R03D7.6",3.59816499238219,1.01989539368931e-39,"N2: Treated vs Untreated","cel04212","Longevity regulating pathway - worm"
"B0334.3",-1.34004048883286,1.0274198743645e-22,"N2: Treated vs Untreated","cel04146","Peroxisome"
