,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,F03,SYBR,t22f3.3,Unkn,N2,,29.5974239605302,29.5974239605302,0,NaN,NaN,NaN,0,68,
,F04,SYBR,t22f3.3,Unkn,FAU5,,36.0691964093278,36.0691964093278,0,NaN,NaN,NaN,0,68,
,F05,SYBR,t22f3.3,Unkn,FAU5,,37.1439787533309,37.1439787533309,0,NaN,NaN,NaN,0,68,
,F06,SYBR,t22f3.3,Unkn,FAU5,,36.3974815905693,36.3974815905693,0,NaN,NaN,NaN,0,68,
,F07,SYBR,t22f3.3,Unkn,N2 treated,,33.4582671347376,33.4582671347376,0,NaN,NaN,NaN,0,68,
,F08,SYBR,t22f3.3,Unkn,N2 treated,,33.2520787281903,33.2520787281903,0,NaN,NaN,NaN,0,68,
,F09,SYBR,t22f3.3,Unkn,N2 treated,,33.6677828642188,33.6677828642188,0,NaN,NaN,NaN,0,68,
,F10,SYBR,t22f3.3,Unkn,FAU5 treated,,32.8228948946904,32.8228948946904,0,NaN,NaN,NaN,0,68,
,F11,SYBR,t22f3.3,Unkn,FAU5 treated,,33.0789202916094,33.0789202916094,0,NaN,NaN,NaN,0,68,
,F12,SYBR,t22f3.3,Unkn,FAU5 treated,,33.3012796299396,33.3012796299396,0,NaN,NaN,NaN,0,68,
,G01,SYBR,tba-1,NRT,N2,,39.4356163248216,39.4356163248216,0,NaN,NaN,NaN,0,68,
,G02,SYBR,oac-7,NRT,N2,,38.9660549440443,38.9660549440443,0,NaN,NaN,NaN,0,68,
,G03,SYBR,ceh-74,NRT,N2,,37.2127016995689,37.2127016995689,0,NaN,NaN,NaN,0,68,
,G04,SYBR,zip-2,NRT,N2,,37.519952178396,37.519952178396,0,NaN,NaN,NaN,0,68,
,G05,SYBR,ugt-31,NRT,N2,,NaN,0,0,NaN,NaN,0,0,68,
,G06,SYBR,t22f3.3,NRT,N2,,32.3026328308882,32.3026328308882,0,NaN,NaN,NaN,0,68,
,G07,SYBR,tba-1,NRT,N2 treated,,33.0441318153652,33.0441318153652,0,NaN,NaN,NaN,0,68,
,G08,SYBR,oac-7,NRT,N2 treated,,38.1512276335594,38.1512276335594,0,NaN,NaN,NaN,0,68,
,G09,SYBR,ceh-74,NRT,N2 treated,,33.385383802477,33.385383802477,0,NaN,NaN,NaN,0,68,
,G10,SYBR,zip-2,NRT,N2 treated,,39.5855646086776,39.5855646086776,0,NaN,NaN,NaN,0,68,
,G11,SYBR,ugt-31,NRT,N2 treated,,39.4475813448734,39.4475813448734,0,NaN,NaN,NaN,0,68,
,G12,SYBR,t22f3.3,NRT,N2 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H01,SYBR,tba-1,NRT,FAU5,,38.4949283968625,38.4949283968625,0,NaN,NaN,NaN,0,68,
,H02,SYBR,oac-7,NRT,FAU5,,38.1750051467436,38.1750051467436,0,NaN,NaN,NaN,0,68,
,H03,SYBR,ceh-74,NRT,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,H04,SYBR,zip-2,NRT,FAU5,,39.6533225373536,39.6533225373536,0,NaN,NaN,NaN,0,68,
,H05,SYBR,ugt-31,NRT,FAU5,,NaN,0,0,NaN,NaN,0,0,68,
,H06,SYBR,t22f3.3,NRT,FAU5,,32.2106192152746,32.2106192152746,0,NaN,NaN,NaN,0,68,
,H07,SYBR,tba-1,NRT,FAU5 treated,,33.7873620998494,33.7873620998494,0,NaN,NaN,NaN,0,68,
,H08,SYBR,oac-7,NRT,FAU5 treated,,37.2271822731608,37.2271822731608,0,NaN,NaN,NaN,0,68,
,H09,SYBR,ceh-74,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H10,SYBR,zip-2,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H11,SYBR,ugt-31,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
,H12,SYBR,t22f3.3,NRT,FAU5 treated,,NaN,0,0,NaN,NaN,0,0,68,
