,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,D02,SYBR,fbxa-79,Unkn,D3,,27.6375570144318,27.6375570144318,0,NaN,NaN,NaN,0,68,
,D03,SYBR,fbxa-79,Unkn,D3,,27.253271416649,27.253271416649,0,NaN,NaN,NaN,0,68,
,D04,SYBR,ugt-29,Unkn,D3,,25.0752134174145,25.0752134174145,0,NaN,NaN,NaN,0,68,
,D05,SYBR,ugt-29,Unkn,D3,,25.1663995719664,25.1663995719664,0,NaN,NaN,NaN,0,68,
,D06,SYBR,ugt-29,Unkn,D3,,25.1815701544258,25.1815701544258,0,NaN,NaN,NaN,0,68,
,D07,SYBR,fbxc-58,Unkn,D3,,21.3070072917468,21.3070072917468,0,NaN,NaN,NaN,0,68,
,D08,SYBR,fbxc-58,Unkn,D3,,21.3317876727235,21.3317876727235,0,NaN,NaN,NaN,0,68,
,D09,SYBR,fbxc-58,Unkn,D3,,21.2054018255934,21.2054018255934,0,NaN,NaN,NaN,0,68,
,D10,SYBR,fbxa-128,Unkn,D3,,24.7908331383152,24.7908331383152,0,NaN,NaN,NaN,0,68,
,D11,SYBR,fbxa-128,Unkn,D3,,24.7210211551815,24.7210211551815,0,NaN,NaN,NaN,0,68,
,D12,SYBR,fbxa-128,Unkn,D3,,25.0821720295762,25.0821720295762,0,NaN,NaN,NaN,0,68,
,E01,SYBR,fbxa-79,Unkn,D4,,32.1418607542232,32.1418607542232,0,NaN,NaN,NaN,0,68,
,E02,SYBR,fbxa-79,Unkn,D4,,31.7130119125599,31.7130119125599,0,NaN,NaN,NaN,0,68,
,E03,SYBR,fbxa-79,Unkn,D4,,31.1350609731337,31.1350609731337,0,NaN,NaN,NaN,0,68,
,E04,SYBR,ugt-29,Unkn,D4,,27.3788960413006,27.3788960413006,0,NaN,NaN,NaN,0,68,
,E05,SYBR,ugt-29,Unkn,D4,,27.681965408338,27.681965408338,0,NaN,NaN,NaN,0,68,
,E06,SYBR,ugt-29,Unkn,D4,,27.598972012856,27.598972012856,0,NaN,NaN,NaN,0,68,
,E07,SYBR,fbxc-58,Unkn,D4,,22.6006833527175,22.6006833527175,0,NaN,NaN,NaN,0,68,
,E08,SYBR,fbxc-58,Unkn,D4,,22.6203487123889,22.6203487123889,0,NaN,NaN,NaN,0,68,
,E09,SYBR,fbxc-58,Unkn,D4,,22.4227455990554,22.4227455990554,0,NaN,NaN,NaN,0,68,
,E10,SYBR,fbxa-128,Unkn,D4,,27.3657495740986,27.3657495740986,0,NaN,NaN,NaN,0,68,
,E11,SYBR,fbxa-128,Unkn,D4,,27.5754248262964,27.5754248262964,0,NaN,NaN,NaN,0,68,
,E12,SYBR,fbxa-128,Unkn,D4,,27.7326565058574,27.7326565058574,0,NaN,NaN,NaN,0,68,
,F01,SYBR,fbxa-79,Unkn,D5,,34.1343042611266,34.1343042611266,0,NaN,NaN,NaN,0,68,
,F02,SYBR,fbxa-79,Unkn,D5,,33.7856417239178,33.7856417239178,0,NaN,NaN,NaN,0,68,
,F03,SYBR,fbxa-79,Unkn,D5,,33.7085943595862,33.7085943595862,0,NaN,NaN,NaN,0,68,
,F04,SYBR,ugt-29,Unkn,D5,,28.3953943755867,28.3953943755867,0,NaN,NaN,NaN,0,68,
,F05,SYBR,ugt-29,Unkn,D5,,28.3121310351643,28.3121310351643,0,NaN,NaN,NaN,0,68,
,F06,SYBR,ugt-29,Unkn,D5,,28.4488942507677,28.4488942507677,0,NaN,NaN,NaN,0,68,
,F07,SYBR,fbxc-58,Unkn,D5,,22.1017786365804,22.1017786365804,0,NaN,NaN,NaN,0,68,
,F08,SYBR,fbxc-58,Unkn,D5,,21.959151923,21.959151923,0,NaN,NaN,NaN,0,68,
,F09,SYBR,fbxc-58,Unkn,D5,,21.903315551899,21.903315551899,0,NaN,NaN,NaN,0,68,
,F10,SYBR,fbxa-128,Unkn,D5,,29.4285782307092,29.4285782307092,0,NaN,NaN,NaN,0,68,
,F11,SYBR,fbxa-128,Unkn,D5,,29.0626494299064,29.0626494299064,0,NaN,NaN,NaN,0,68,
,F12,SYBR,fbxa-128,Unkn,D5,,29.6435484557395,29.6435484557395,0,NaN,NaN,NaN,0,68,
